Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Brandon Nimmo","TEX",138,584,14,56,58,7,0.078767123,0.210616438,0.15370019,0.317258883,0.263757115,0.328767123,0.417457305,0.3267504502203047,0.35298752907836706,111.08444865820206,1.1120186322368681,8.618286856969718,-9.358907461166382,2.0293142906723465,"Brandon Nimmo",12927,607043
"Sam Antonacci","CHW",123,493,8,72,43,17,0.085192697,0.156186612,0.125592417,0.310650887,0.267772511,0.367346938,0.393364928,0.3430866444597439,0.3409127094706551,120.6183969143758,1.8688579061999917,13.655740318781023,-11.264883518218994,2.0202580933926533,"Sam Antonacci",35101,803011
"Daylen Lile","WSN",143,592,20,75,82,14,0.064189189,0.192567567,0.186003683,0.287439613,0.255985267,0.309121621,0.44198895,0.3244827345266181,0.33021052354047087,102.02866973536781,1.7686922433786094,3.2185049614422723,-2.746957778930664,2.0041252546179735,"Daylen Lile",29995,695734
"Cal Raleigh","SEA",109,454,21,40,59,2,0.134361233,0.31277533,0.193798449,0.220264317,0.183462532,0.297356828,0.377260981,0.3013628093681672,0.3158375744252478,98.35709420124348,-1.216987525112927,-2.081887035571696,5.599647581577301,1.9944652733558887,"Cal Raleigh",21534,663728
"Cole Young","SEA",143,573,16,68,58,3,0.066317626,0.172774869,0.136801542,0.272727272,0.244701348,0.309440559,0.38150289,0.3065623751470259,0.31554236778846156,101.97745957622747,-1.2061663991771638,0.1077247049783221,-1.6925303936004639,1.9036988144106193,"Cole Young",31680,702284
"Michael Busch","CHC",142,637,18,65,70,2,0.124018838,0.23076923,0.15498155,0.28871391,0.236162361,0.343799058,0.391143911,0.32882969240722415,0.32786865234375,108.90294527714592,-3.321185464039445,3.5250524060702837,-5.721877098083496,1.881069748475397,"Michael Busch",26319,683737
"Travis Bazzana","CLE",107,449,10,44,47,18,0.109131403,0.20935412,0.136246786,0.293103448,0.244215938,0.334075723,0.380462724,0.3181875305516379,0.2992843148954246,103.57845362823879,2.59327772539109,4.456389329084622,-2.2751320004463196,1.840336371062288,"Travis Bazzana",34967,683953
"Nolan Arenado","ARI",134,523,22,66,67,4,0.084130019,0.20458891,0.190170941,0.254385964,0.232905982,0.306513409,0.423076923,0.3182876500945825,0.2834298606093449,99.22995692285338,-2.5385136445984244,-3.0246919302186557,4.08404928445816,1.8359958277150048,"Nolan Arenado",9777,571448
"Bo Bichette","NYM",141,605,16,70,71,2,0.066115702,0.181818181,0.136690647,0.299771167,0.264388489,0.312396694,0.401079136,0.31265885416141226,0.32635586467010297,97.67057891959664,-2.1348592811264098,-3.836164460674375,2.1057798266410828,1.822836488513798,"Bo Bichette",19612,666182
"Mauricio Dubón","ATL",135,544,11,60,66,7,0.056985294,0.121323529,0.122772277,0.288372093,0.267326732,0.311111111,0.390099009,0.30881683241437985,0.3018530523023641,93.43694660862111,-0.6832669293507934,-4.993330593624517,4.902240812778473,1.7882236082145757,"Mauricio Dubon",16530,643289
