Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,AB,H,2B,3B,BB,SO,OPS,NameASCII,PlayerId,MLBAMID
"Munetaka Murakami","CHW",34,149,13,23,26,0,0.181208053,0.335570469,0.32231405,0.237288135,0.223140495,0.362416107,0.545454545,0.3879466277279266,0.39081997049265893,144.53701363855473,-1.1362637439742684,6.742492066412391,-1.4836901426315308,1.0672833997385127,121,27,0,0,27,50,0.907870652,"Munetaka Murakami",37120,808959
"Xavier Edwards","MIA",34,145,2,23,11,4,0.131034482,0.103448275,0.136,0.37037037,0.336,0.423611111,0.472,0.40124836895200944,0.3626085122426351,154.3212729885229,-0.021868999116122723,9.236242845909613,-0.5318282842636108,1.359259480893333,125,42,7,2,19,15,0.895611111,"Xavier Edwards",22266,669364
"Ian Happ","CHC",32,147,8,25,15,1,0.163265306,0.278911564,0.26446281,0.305555555,0.247933884,0.38095238,0.512396694,0.38972502124720604,0.35922446415342135,149.67005459311292,-1.1401096233166754,7.442047355792766,0.7401746511459351,1.3127247653661545,121,30,6,1,24,41,0.893349074,"Ian Happ",17919,664023
"Adley Rutschman","BAL",19,76,4,9,17,0,0.065789473,0.131578947,0.253521127,0.298245614,0.295774647,0.342105263,0.549295774,0.3875660833559538,0.3014509301436575,145.9705653504767,-0.20364734530448914,3.944400110911533,2.4405946135520935,0.9207496336795765,71,21,6,0,5,10,0.891401037,"Adley Rutschman",26288,668939
"James Wood","WSN",35,167,10,30,24,5,0.185628742,0.323353293,0.276119403,0.3,0.231343283,0.383233532,0.507462686,0.3822870058302554,0.415993210691843,142.84214715712093,0.7159981154836714,9.125536975821454,-3.4289064407348633,1.1255177011055721,134,31,7,0,31,54,0.890696218,"James Wood",29518,695578
"Elly De La Cruz","CIN",34,149,10,27,25,8,0.10738255,0.288590604,0.270676692,0.325,0.270676691,0.348993288,0.541353383,0.38814384025215304,0.37028947595047623,141.87143538481627,0.9660424385219812,8.299159190160193,5.056924819946289,1.8451767852229795,133,36,6,0,16,43,0.890346671,"Elly De La Cruz",26668,682829
"Corbin Carroll","ARI",31,129,4,20,18,4,0.131782945,0.279069767,0.245454546,0.366197183,0.272727272,0.372093023,0.518181818,0.3880081024280814,0.3508333309676296,145.70717267809735,2.1561610684730113,9.08656503814543,-2.0856587290763855,1.1337463751254537,110,30,7,4,17,36,0.890274841,"Corbin Carroll",25878,682998
"Daniel Schneemann","CLE",28,93,4,12,14,2,0.096774193,0.311827956,0.226190476,0.411764705,0.297619047,0.365591397,0.523809523,0.3900453409840984,0.35241396530814795,147.37622990113192,-0.0009611123241484165,5.230147356594208,3.3233688175678253,1.2019559396092978,84,25,7,0,9,29,0.88940092,"Daniel Schneemann",25180,682177
"Kevin McGonigle","DET",34,150,2,24,16,3,0.126666666,0.126666666,0.161538461,0.357798165,0.315384615,0.406666666,0.476923076,0.39415265401204425,0.40084938049316404,148.7075625102048,2.645303557626903,11.319673400329567,-1.433650255203247,1.5412019060632645,130,41,11,2,19,19,0.883589742,"Kevin McGonigle",33572,805808
"Willson Contreras","BOS",33,142,7,17,21,1,0.105633802,0.274647887,0.211864407,0.351351351,0.279661016,0.387323943,0.491525423,0.38954217501089605,0.4183447974068778,141.6980774748704,-0.17939993925392628,6.8505892245122695,2.595374822616577,1.4678676271145827,118,33,4,0,15,39,0.878849366,"Willson Contreras",11609,575929
"Brandon Lowe","PIT",30,135,8,19,21,0,0.14074074,0.222222222,0.27826087,0.259740259,0.24347826,0.355555555,0.52173913,0.38428895738389757,0.36726226806640627,142.2798239500298,-0.17211398735526018,6.536787592352749,1.427951455116272,1.2513508004162373,115,28,8,0,19,30,0.877294685,"Brandon Lowe",18882,664040
"Otto Lopez","MIA",33,141,3,23,15,5,0.042553191,0.19858156,0.15909091,0.411764705,0.34090909,0.375886524,0.5,0.38520272741926476,0.34600917271205356,143.44606952339558,1.3676082976162434,8.567966256479894,3.8079798221588135,1.719370406449614,132,45,8,2,6,28,0.875886524,"Otto Lopez",19608,672640
"Casey Schmitt","SFG",28,113,4,12,15,2,0.03539823,0.194690265,0.211538462,0.354430379,0.307692307,0.3539823,0.519230769,0.3814340571386624,0.37035655975341797,144.65672686158194,-0.4290741612203419,5.502224783438247,-1.7329672574996948,0.752902401648464,104,32,8,1,4,22,0.873213069,"Casey Schmitt",27577,669477
"Ryan O'Hearn","PIT",33,140,5,20,24,1,0.114285714,0.192857142,0.166666667,0.355555555,0.308333333,0.392857142,0.475,0.383126767419225,0.3808156020349736,141.4921301513649,-1.6754430998116732,5.152316934904024,-1.5144513547420502,0.8278986356390352,120,37,5,0,16,27,0.867857142,"Ryan O'Hearn",16442,656811
"Andy Pages","LAD",34,135,5,18,27,5,0.066666666,0.229629629,0.18699187,0.382022471,0.31707317,0.362962962,0.50406504,0.37927325743216056,0.3487767820005064,141.29259677490856,-0.07613710127770901,6.4761126919297345,2.625147968530655,1.3668747884176289,123,39,8,0,9,31,0.867028002,"Andy Pages",24816,681624
"Ryan Jeffers","MIN",26,104,4,17,21,1,0.144230769,0.182692307,0.183908046,0.323076923,0.287356321,0.394230769,0.471264367,0.3855241284920619,0.3768341791062128,142.41453676223182,-0.30990758817642927,4.92728261400406,-0.07340949773788452,0.8652283528451017,87,25,2,1,15,19,0.865495136,"Ryan Jeffers",24618,680777
"Carson Kelly","CHC",25,96,2,13,13,0,0.125,0.15625,0.120481928,0.378787878,0.325301204,0.416666666,0.445783132,0.39023954048752785,0.3567836284637451,150.01877866337236,-0.19909464661031961,5.444928655938031,-0.8576929569244385,0.7804184825311584,83,27,4,0,12,15,0.862449798,"Carson Kelly",13620,608348
"Vladimir Guerrero Jr.","TOR",34,145,2,21,15,2,0.117241379,0.117241379,0.103174603,0.373831775,0.333333333,0.420689655,0.436507936,0.3823056015330301,0.38211913847587475,141.60641025544035,-0.546337419655174,6.616391721164565,-1.0045472383499146,1.088867308528913,126,42,7,0,17,17,0.857197591,"Vladimir Guerrero Jr.",19611,665489
"Cody Bellinger","NYY",33,142,5,21,20,4,0.14084507,0.14084507,0.208333333,0.288659793,0.275,0.373239436,0.483333333,0.3771182269277707,0.36852537655661294,138.64639533210297,0.7982642552815378,7.313762255568011,1.3824869394302368,1.391661377631971,120,33,8,1,20,20,0.856572769,"Cody Bellinger",15998,641355
"Junior Caminero","TBR",33,143,9,20,16,0,0.118881118,0.174825174,0.24,0.260869565,0.264,0.349650349,0.504,0.3719770047866123,0.3647375924246652,133.20122308840735,-1.1898606191389263,4.4470402786929215,-3.6150372326374054,0.5958599682863563,125,33,3,0,17,25,0.853650349,"Junior Caminero",28163,691406
"Sal Stewart","CIN",34,147,9,20,29,7,0.122448979,0.176870748,0.25984252,0.244680851,0.251968503,0.340136054,0.511811023,0.36819114178827367,0.3923078725035761,128.3481583609462,1.2440937040373683,6.142182645458175,-2.8537922501564026,0.815281568579478,127,32,6,0,18,26,0.851947077,"Sal Stewart",31505,701398
"Ty France","SDP",19,56,3,8,8,1,0.035714285,0.089285714,0.245283019,0.266666666,0.283018867,0.321428571,0.528301886,0.3694412559270859,0.4034306959672408,137.88470638079667,0.21911597065627575,2.712771352629797,0.26327478885650635,0.48575433470393087,53,15,2,1,2,5,0.849730457,"Ty France",17982,664034
"Riley Greene","DET",35,145,4,24,19,1,0.144827586,0.268965517,0.161290323,0.395061728,0.29032258,0.393103448,0.451612903,0.37983469839753775,0.3913829935008082,139.10039153308958,0.14107706816866994,6.872383906035113,-2.284531146287918,0.9847816438332717,124,36,8,0,21,39,0.844716351,"Riley Greene",25976,682985
"Miguel Andujar","SDP",23,83,2,8,9,1,0.036144578,0.168674698,0.17721519,0.365079365,0.316455696,0.34939759,0.493670886,0.3705306096249316,0.2874715873994023,138.62303417438378,-0.6376143526285887,3.1303688907416585,-2.339929550886154,0.3519458353332314,79,25,6,1,3,14,0.843068476,"Miguel Andujar",15878,609280
"Byron Buxton","MIN",32,147,10,25,14,2,0.06802721,0.25170068,0.276119403,0.272727272,0.253731343,0.31292517,0.529850746,0.36461035005089376,0.3178034153114371,128.38165031730944,0.12503674160689116,5.078457946293135,1.4501757323741913,1.1892070605567473,134,34,5,1,10,37,0.842775916,"Byron Buxton",14161,621439
"Gary Sánchez","MIL",23,88,5,11,14,0,0.181818181,0.204545454,0.267605634,0.208333333,0.211267605,0.363636363,0.478873239,0.37444982068105176,0.37158150508485993,138.2708909854316,-0.11820715386420488,3.8403391317091478,-2.962982401251793,0.3771421751521251,71,15,2,1,16,18,0.842509602,"Gary Sanchez",11442,596142
"Nico Hoerner","CHC",33,152,4,18,26,7,0.085526315,0.092105263,0.165413534,0.307692307,0.300751879,0.375,0.466165413,0.37324329230346176,0.3425468190511068,138.49928554941258,1.1803962024860084,8.05869028356119,4.616642713546753,1.7857973714255726,133,40,10,0,13,14,0.841165413,"Nico Hoerner",21479,663538
"Taylor Ward","BAL",34,156,1,19,12,1,0.185897435,0.153846153,0.128,0.346534653,0.288,0.423076923,0.416,0.3835725318162869,0.38415991954314405,143.29094170304552,-1.3542963545769453,6.663811812016643,-3.4592753648757935,0.8835016720297958,125,36,13,0,29,24,0.839076923,"Taylor Ward",17548,621493
"Colson Montgomery","CHW",34,140,9,15,22,1,0.1,0.278571428,0.268907563,0.253521126,0.226890756,0.342857142,0.495798319,0.36595678934152576,0.33760803333227185,129.78210429079542,-1.306756854057312,3.6435679496997535,5.171553611755371,1.3965934941987381,119,27,5,0,14,39,0.838655461,"Colson Montgomery",29712,695657
"Wilyer Abreu","BOS",33,140,4,15,14,1,0.114285714,0.178571428,0.161290323,0.347368421,0.298387096,0.378571428,0.459677419,0.3742911696434021,0.371994704651318,131.46484166360915,-0.3284787153825164,4.901547498104127,0.6276595592498779,1.0625902131293619,124,37,6,1,16,25,0.838248847,"Wilyer Abreu",23772,677800
"Troy Johnston","COL",31,118,2,10,16,1,0.084745762,0.20338983,0.132075472,0.4,0.320754716,0.384615384,0.452830188,0.37497004026021713,0.320823245578342,124.09809592849368,0.3723224508576095,3.7146516126569153,-2.3397895097732544,0.5258807911565808,106,34,8,0,10,24,0.837445572,"Troy Johnston",26143,687859
"Brandon Nimmo","TEX",33,147,4,16,12,1,0.088435374,0.197278911,0.161538461,0.357142857,0.3,0.374149659,0.461538461,0.36964838227180585,0.3685259361789651,133.90933457415127,-0.24320436920970678,5.674958071610777,-1.3057537078857422,0.9697075953308788,130,39,7,1,13,29,0.83568812,"Brandon Nimmo",12927,607043
